COWITCH,noun
CREEPINESS,noun
CROKER,noun
CROOKEDLY,adverb
CRUDITY,noun
CUCKOOFLOWER,noun
CURDLING,present participle and verbal noun
CYANATE,noun
DALMATIAN,adjective
DAUBRY,noun
DAWDLE,verb transitive
DEARWORTH,adjective
DEBATEFUL,adjective
DECADENCY,noun
DECKLE,noun
DECORE,verb transitive
DECREPITUDE,noun
DECUSSATED,adjective
DEDUCTION,noun
DEFAULT,verb intransitive
DEFENDANT,noun
DEFLOURER,noun
DEPARTED,imperative and past participle
DESPAIRFUL,adjective
DETAILED,imperative and past participle
DEVELOPING,present participle and verbal noun
DIALOGISTIC,adjective
DIAMOND-BACK,noun
DIANDRIAN,adjective
DIB,verb intransitive
DIBUTYL,noun
DICTATRESS,noun
DIDELPHID,noun
DIFFERENTIATOR,noun
DILATEDLY,adverb
DISCOMMUNITY,noun
DISHUMOR,verb transitive
DISJUNCTIVE,adjective
DISLOIGN,verb transitive
DISMAIL,verb transitive
DISPART,verb transitive
DISPUNGE,verb transitive
DISSATISFYING,present participle and verbal noun
DITTO,noun
DIVERB,noun
DIVINED,imperative and past participle
DOGTRICK,noun
DOMABLE,adjective
DOUBLE-QUICK,adjective
DRACHME,noun
ACCLOY,verb transitive
ACCUMBER,verb transitive
ACRITUDE,noun
ACTINOTROCHA,noun plural
ACTIVE,adjective
ADEPS,noun
ADJECTIONAL,adjective
ADMINISTRATE,verb transitive
ADVERSIFOLIOUS,adjective
AETIOLOGICAL,adjective
AFFIRMATIVELY,adverb
AFFRIGHT,noun
AFFIED,imperative and past participle
AFLAME,adverb and adjective
AFLUSH,adverb and adjective
AGGLOMERATED,adjective
AGONIZE,verb intransitive
AI,noun
ALIENAGE,noun
ALISH,adjective
ALKALOID,noun
AMBIENT,adjective
AMHARIC,noun
AMISS,adverb
AMPHIPROSTYLE,noun
ANAESTHETIZATION,noun
ANEMOSCOPE,noun
ANNOTATION,noun
ANSWERABLENESS,noun
ANTEFACT,noun
APAID,adjective
APOPHLEGMATISM,noun
APORT,adverb
APPETENCY,noun
APPLAUSE,noun
APPOINTIVE,adjective
ARCHDUCHESS,noun
ARIAN,adjective
ARTILLERY,noun
ASPIRATION,noun
ASPIRED,imperative and past participle
ASSOCIATIVE,adjective
ASYMMETRAL,adjective
ATTEMPERATE,verb transitive
ATTENDEMENT,noun
ATTESTED,imperative and past participle
AUDITUAL,adjective
AUTOTHEIST,noun
AVIDIOUSLY,adverb
BAENOMERE,noun
BARDISM,noun
BEARABLE,adjective
BEATING,present participle and verbal noun
BEDDED,imperative and past participle
BEGA,noun
BEHOLDINGNESS,noun
BELACE,verb transitive
BELIME,verb transitive
BERTHED,imperative and past participle
BEWROUGHT,adjective
BIDENTATE,adjective
BILLETED,imperative and past participle
BLACKS,noun plural
BODING,adjective
BOGUS,adjective
BOTTOMED,adjective
BOULEVARD,noun
BOURNOUS,noun
BRACTLET,noun
BRASIER,noun
BRAVURA,noun
BRIGAND,noun
BRUIT,verb transitive
BUCCANEERISH,adjective
BUCKTHORN,noun
BUILD,noun
BULL,adjective
BURGH,noun
BURNISHING,present participle and verbal noun
BUTTERWEIGHT,noun
BYRONIC,adjective
CAESAR,noun
CAMERA,noun
BOMBARDMAN,noun
CASEIC,adjective
CATECHETIC,adjective
CAVED,imperative and past participle
CHAOTIC,adjective
CHARGEANT,adjective
CHERISHMENT,noun
CHIEF-JUSTICESHIP,noun
CHILDBIRTH,noun
CHINQUAPIN,noun
CHRISTLESS,adjective
CIBARIOUS,adjective
CITHARISTIC,adjective
CLINKING,present participle and verbal noun
CLOTHRED,past participle
CLOTTER,verb intransitive
CLUMBER,noun
COBBING,present participle and verbal noun
COESTABLISHMENT,noun
COHERENT,adjective
COLLUCTANCY,noun
COMMENSURATE,adjective
COMMUTABILITY,noun
COMPATIBILITY,noun
COMPT,verb transitive
CONCILIATION,noun
CONFESSING,present participle and verbal noun
CONFIDANT,noun feminine
CONFLICTIVE,adjective
CONFLUX,noun
CONSPECTUS,noun
CONSTANTLY,adverb
CONTROVERSION,noun
COOKIE,noun
CORNUTE,verb transitive
CORRUGATE,adjective
COTTONWOOD,noun
COW,verb transitive
CRIPPLE,adjective
CROMLECH,noun
CROTAPHITIC,noun
CULVER,noun
DAMASCENE,adjective
DASTARD,verb transitive
DEARTH,noun
DEBILITATION,noun
DECALCOMANIE,noun
DEERGRASS,noun
DEFECTIBLE,adjective
DELINEATION,noun
DELINEATURE,noun
DELITABLE,adjective
DENIM,noun
DEPLICATION,noun
DESPERATE,adjective
DETONIZED,imperative and past participle
DIBASIC,adjective
DICER,noun
DIGAMOUS,adjective
DIGESTIVE,adjective
DISAGREED,imperative and past participle
DISCIPLINE,noun
DISENCUMBERED,imperative and past participle
DISILLUSIONMENT,noun
DISQUISITIONAL,adjective
DISTASTEIVE,noun
DO-NOTHINGISM,noun
DOUBLENESS,noun
DOWNHAUL,noun
ABANDONMENT,noun
ABBESS,noun
ABDERIAN,adjective
ABORTMENT,noun
ACCIDENCE,noun
ACEPHAL,noun
ACROSS,noun
ADULTERATOR,noun
ADZ,noun
AFFEERER,noun
AFFLUENTNESS,noun
AGGEROSE,adjective
AGONISTICS,noun
ALACRITY,noun
ALGAZEL,noun
ALIENABILITY,noun
ALLURE,noun
ALTILOQUENCE,noun
AMPLENESS,noun
ANAPHRODISIA,noun
ANFRACTUOSE,adjective
ANGLIAN,adjective
ANIMALCULUM,noun
ANTHRACONITE,noun
ANTIZYMOTIC,noun
APLACENTAL,adjective
APPETITION,noun
APPLE,verb intransitive
APPRECIATE,verb transitive
ARBITRARILY,adverb
ARBORIST,noun
ARMILLARY,noun
ASBESTINE,adjective
ASTEISM,noun
ASTROLABE,noun
ATMO,noun
ATONED,imperative and past participle
AVA,noun
AVENGEANCE,noun
AWARD,verb transitive
AWARD,verb intransitive
BABBLED,imperative and past participle
BALANCE,noun
BALCONIED,adjective
BALDERDASH,verb transitive
BANDLET,noun
BAYZE,noun
BEATEN,adjective
BECKON,verb transitive
BEDRIDDEN,verb intransitive
BEHAVE,verb intransitive
BELLOW,verb
BEMEETING,present participle and verbal noun
BEMEET,verb transitive
BEND,verb intransitive
BENIGHTMENT,noun
BENIM,verb transitive
BESETTER,noun
BETORN,adjective
BEVILLED,adjective
BLACK-A-VISED,adjective
BLASTING,noun
BLESSED,imperative and past participle
BOCCA,noun
BODGED,imperative and past participle
BOLUS,noun
BOTCH,noun
BOTTOM,adjective
BOWABLE,adjective
BRAHMINISM,noun
BRAST,imperative
BROB,noun
BRUTAL,adjective
BURR,noun
BUTYRONE,noun
CABALISTICALLY,adverb
CABBAGE,verb intransitive
CACUMINAL,adjective
CAESIOUS,adjective
CALC-TUFA,noun
CALZOONS,noun plural
CAMPANERO,noun
CANDITE,noun
CAPE,noun
CAPER,verb intransitive
BULLFIGHTING,noun
CARRYK,noun
CASSIUS,noun
CAZIQUE,noun
CEPHALATA,noun plural
CERATOHYAL,noun
CEROPLASTICS,noun
CHELIDON,noun
CHEMOSMOSIS,noun
CHINKY,adjective
CHOMP,verb intransitive
CHONDRODITE,noun
CHOSEN,past participle
CIRCUMFLEX,noun
CIVILIZER,noun
CLOTWEED,noun
COLLUM,noun
COMMITTAL,noun
COMMUNICATING,present participle and verbal noun
COMPETITIVE,adjective
COMPLOTTER,noun
COMPOSE,verb transitive
COMPOUND,verb transitive
CONCAMERATION,noun
CONCERT,verb intransitive
CONCITE,verb transitive
CONFECT,noun
CONFLUENT,noun
CONSERVATIVE,adjective
CONSTRUCTED,imperative and past participle
CONTINUER,noun
COQUIMBITE,noun
COUNTERMURE,verb transitive
COUPLE,adjective
COURT-MARTIAL,verb transitive
CRANNIED,imperative and past participle
CREED,verb transitive
CREEPING,present participle and verbal noun
CRESORCIN,noun
CROCKERY,noun
CROISADE,noun
CROSS-EXAMINE,verb transitive
CROSS-EXAMINER,noun
CROUCHED,adjective
CROWDER,noun
CRUMBING,present participle and verbal noun
CTENOIDEI,noun plural
CURLINGLY,adverb
CYCLOIDAL,adjective
DAPIFER,noun
DECAGRAM,noun
DECANDRIAN,adjective
DECLAMATION,noun
DECREED,imperative and past participle
DEFALCATION,noun
DEFORCING,present participle and verbal noun
DEHUSK,verb transitive
DELICIATE,verb transitive
DELIVERED,imperative and past participle
DEMIQUAVER,noun
DENIZEN,noun
DERIVABLY,adverb
DESOXALIC,adjective
DESPERATELY,adverb
DESULTORY,adjective
DETONATE,verb transitive
DEVILRY,noun
DIDASCALAR,adjective
DIFFUSIBLE,adjective
DIJUDICATE,verb intransitive
DILATING,present participle and verbal noun
DIPODY,noun
DISADVENTUROUS,adjective
DISCOMMODE,verb transitive
DISCONTINUE,verb intransitive
DISHAUNT,verb transitive
DISMISSAL,noun
DISPERPLE,verb transitive
DISPORTING,present participle and verbal noun
DISSERTATIONIST,noun
DISTINGUISHABLENESS,noun
DIZZYING,present participle and verbal noun
DOCTRINABLE,adjective
DOORYARD,noun
ABAISANCE,noun
ABDICATED,imperative and past participle
ABDUCING,present participle and verbal noun
ABOLITIONIST,noun
ABORTION,noun
ABROGATOR,noun
ACCUSING,present participle and verbal noun
ACOSMISM,noun
ACRONYCTOUS,adjective
ADIPESCENT,adjective
AEOLOTROPY,noun
AFT,adverb and adjective
AGLOW,adverb and adjective
AINO,noun
ALARMEDLY,adverb
ALBOLITH,noun
ALFALFA,noun
ALGORISM,noun
ALINE,verb transitive
ALOFT,preposition
ALVINE,adjective
AMPHIPNEUST,noun
AMYGDALIFEROUS,adjective
ANAPOPHYSIS,noun
ANDEAN,adjective
ANTHROPOSOPHY,noun
APERTION,noun
APHASIC,adjective
APPARELING,present participle and verbal noun
APPEALING,present participle and verbal noun
ARCHELOGY,noun
ARCHPRESBYTERY,noun
ARMIPOTENT,adjective
ARMORIST,noun
AROW,adverb
ARRAIMENT,verb transitive
ARROGANCE,noun
ARTHRODIC,adjective
ARUSPICE,noun
ASSENT,verb transitive
ASSENTATORY,adjective
ASTRONOMIZE,verb intransitive
ATTAINING,present participle and verbal noun
ATTESTOR,noun
AUBURN,adjective
AUGUSTINE,noun
AURIGA,noun
AVAILING,present participle and verbal noun
AVAIL,verb transitive
AYRSHIRE,noun
BAC,noun
BACKWARDATION,noun
BANKSIDE,noun
BAS-RELIEF,noun
BATOIDEI,noun plural
BAULK,noun and verb
BAWN,noun
BAY,verb transitive
BEDAUBED,imperative and past participle
BEDEN,noun
BELAM,verb transitive
BENEDICTIONARY,noun
BEQUEATHMENT,noun
BETHEL,noun
BIBLIOGRAPHY,noun
BIFORKED,adjective
BILIATION,noun
BILLAGE,noun / verb transitive and intransitive
BIOCHEMISTRY,noun
BISECTING,present participle and verbal noun
BISPINOSE,adjective
BITE,verb intransitive
BLACKFOOT,noun
BLUSH,verb intransitive
BOMBAST,noun
BONDWOMAN,noun
BOOKLESS,adjective
BOOR,noun
BOXWOOD,noun
BRANDED,imperative and past participle
BRICKY,adjective
BRONCHUS,noun
BULL'S-EYE,noun
BY-ELECTION,noun
CABIRIAN,adjective
CALEFYING,present participle and verbal noun
CALIGINOUS,adjective
CAMAIEU,noun
CAMOUS,adjective
CANDIDATE,noun
CANNONED,adjective
CANTILEVER,noun
CAPITELLATE,adjective
CARBAMIDE,noun
CARROTY,adjective
CASUIST,noun
CATEGORY,noun
CATOPRON,noun
CAVIAR,noun
CENTERBOARD,noun
CERAUNOSCOPE,noun
CEREMONIOUSLY,adverb
CERTITUDE,noun
CHALDEAN,noun
CHALON,noun
CHAPEAU,noun
CHARTREUX,noun
CHASTENED,adjective
CHIEFTAINCY,noun
CHINE,noun
CHIROGRAPH,noun
CHOCARD,noun
CHOLOCHROME,noun
CHORION,noun
CINNAMONE,noun
CLAM,verb transitive and intransitive
COAGULATOR,noun
COCCOLITH,noun
CODETTA,noun
CODICAL,adjective
COFFINLESS,adjective
COHABITATION,noun
COITION,noun
COLANDER,noun
COLD-HEARTED,adjective
COMPRESS,verb transitive
COMPULSION,noun
CONCILIABLE,adjective
CONCIONATORY,adjective
CONCORDANCY,noun
CONFESSER,noun
CONFINEMENT,noun
CONFUSIVE,adjective
CONNASCENCE,noun
CONSOLATORY,noun
CONTRACTEDNESS,noun
COPIOUSNESS,noun
COPPER-BOTTOMED,adjective
CORACLE,noun
CORNFLOOR,noun
CORPORAS,noun
CORSET,verb transitive
COSMOMETRY,noun
COUNTRYMAN,noun
CRAMOISY,adjective
CRAYER,noun
CROSSING,verb transitive
CUBOID,noun
CURTAIN,noun
DAIRYMAID,noun
DECADAL,adjective
DECHRISTIANIZING,present participle and verbal noun
DECLARED,imperative and past participle
DECORTICATE,verb transitive
DEFALCATING,present participle and verbal noun
DEFORMER,noun
DELAYED,imperative and past participle
DELIVERESS,noun
DEMOUNT,verb intransitive
DETACH,verb intransitive
DETUR,noun
DIACATHOLICON,noun
DIADELPHOUS,adjective
DIBSTONE,noun
DIETETICS,noun
DILAPIDATED,adjective
DINOTHERIUM,noun
DIPLOCARDIAC,adjective
DISAPPOINTED,adjective
DISCERPIBILITY,noun
DISCOURAGED,imperative and past participle
DISEMBODIMENT,noun
DISHARMONY,noun
DISPLENISH,verb transitive
DISQUIETNESS,noun
DISREGARDER,noun
DISSOLUBLENESS,noun
DISWORKMANSHIP,noun
DITHYRAMB,noun
DIVINEMENT,noun
DOLTISH,adjective
DOWDY,superlative
DRACAENA,noun
DRAM,verb intransitive and transitive
DRENCHER,noun
DRIFTED,imperative and past participle
ABBREVIATE,adjective
ABDUCTED,imperative and past participle
ABOVE,preposition
ABSOLUTENESS,noun
ABSOLUTIST,adjective
ABSTRACTITIOUS,adjective
ACHIEVABLE,adjective
ACIDULENT,adjective
ADJUDGMENT,noun
ADVANTAGE,verb transitive
ADVISABLE-NESS,noun
AERATOR,noun
AFLAUNT,adverb and adjective
AFORECITED,adjective
ALCEDO,noun
ALEMANNIC,adjective
ALEXIPHARMIC,noun
ALLEGRO,noun
ALLODIUM,noun
ALLOGRAPH,noun
ALLOXAN,noun
ALTO,noun
AMPHITHEATRAL,adjective
AMPULLATED,adjective
ANAMORPHISM,noun
ANIMADVERSIVE,adjective
ANNEXMENT,noun
ANNOTATIVE,adjective
ANNUNCIATOR,noun
ANSWER,noun
ANTITHETICALLY,adverb
APOGAIC,adjective
APOLOGETICALLY,adverb
APPARATUS,noun
APPEARANCE,noun
APPROACHED,imperative and past participle
ARCHITECTURAL,adjective
ARMRACK,noun
AROUSING,present participle and verbal noun
ASSUMPT,noun
ASTIGMATIC,adjective
ASTOUNDED,imperative and past participle
AUCHT,noun
AUGMENT,verb intransitive
BAGGING,present participle and verbal noun
BAITER,noun
BANDYING,present participle and verbal noun
BARDIC,adjective
BEARISH,adjective
BEDCHAMBER,noun
BENEFACTOR,noun
BERTRAM,noun
BESCUMMER,verb transitive
BESEEMING,adjective
BETHINKING,present participle and verbal noun
BLACKGUARD,verb transitive
BLUBBERED,imperative and past participle
BLUBBER,verb intransitive
BOLIVIAN,noun
BRATTISHING,noun
BREECHED,imperative and past participle
BRIEFLESS,adjective
BRONZY,adjective
BULKINESS,noun
BURGALL,noun
BURGAMOT,noun
CACOLOGY,noun
CAPACIOSLY,adverb
CAPOCHED,imperative and past participle
CARINATAE,noun plural
BLUSHLESS,adjective
CARLOVINGIAN,adjective
CARRYING,noun
CATACAUSTIC,noun
CATACHRESTICAL,adjective
CECIDOMYIA,noun
CELANDINE,noun
CHARITABLENESS,noun
CHERT,noun
CHICORY,noun
CHIT,verb intransitive
CHLORHYDRIN,noun
CHONDROMETER,noun
CILL,noun
CIRCLER,noun
CIVICISM,noun
CLUBBER,noun
COLLIQUEFACTION,noun
COLLUSIVE,adjective
COMBATIVE,adjective
COMBBROACH,noun
COMESSATION,noun
COMMENDABLE,adjective
CONCHOMETER,noun
CONFISCATE,adjective
CONGLOBATION,noun
CONNOISSEUR,noun
CONSORTABLE,adjective
CONTENTATION,noun
CONTRISTATE,verb transitive and intransitive
CONY-CATCH,verb transitive
COPPIN,noun
CRENULATED,adjective
CRICKETER,noun
CRIMEFUL,adjective
CROCHET,noun
CROMORNA,noun
CUBE,verb transitive
CYANOMETER,noun
CYPRINE,adjective
DEALBATION,noun
DEALFISH,noun
DEBATER,noun
DECIDED,imperative and past participle
DECORATION,noun
DEERBERRY,noun
DEES,noun plural
DEES,noun
DEFLEXURE,noun
DEMOLISHER,noun
DENTIFRICE,noun
DEPART,verb transitive
DEPORTATION,noun
DEPREHEND,verb transitive
DESTRUIE,verb transitive
DIAHELIOTROPIC,adjective
DIAPENTE,noun
DIATHERMANOUS,adjective
DIGITATE,adjective
DILOGY,noun
DINK,verb transitive
DISCIPLINABLE,adjective
DISEMBOGUE,verb intransitive
DISPATCH,verb transitive
DISSEVERANCE,noun
DISTRICTED,imperative and past participle
DOBSON,noun
DOGMA,noun
DOPPER,noun
DRAD,past participle and adjective
ABDITIVE,adjective
ABLEGATION,noun
ABOLISHABLE,adjective
ABSORBING,adjective
ABSTRUSITY,noun
ABYSMALLY,adverb
ACADEMICISM,noun
ACCEDED,imperative and past participle
ACCOUNT,noun
ACRITY,noun
ADEQUATE,adjective
ADJOURNMENT,noun
ADULATORY,adjective
AEROGRAPHIC,adjective
AGGLUTINATING,present participle and verbal noun
AGNOMINATE,verb transitive
AGOUTI,noun
AGRARIANISM,noun
AHOY,interjection
ALLOWABLE,adjective
AMBITIONLESS,adjective
AMBROSIAL,adjective
AMPHIDISC,noun
ANCILLARY,adjective
ANCLE,noun
ANGULATE,verb transitive
ANOINTED,imperative and past participle
ANTHROPOSCOPY,noun
ANTIPERISTASIS,noun
APPLOTTED,imperative and past participle
ARCHDEACON,noun
ARENOSE,adjective
ARGAS,noun
ARIETATION,noun
ARMAMENT,noun
ARMISONOUS,adjective
ARRESTED,imperative and past participle
ARRIVER,noun
ASCERTAINING,present participle and verbal noun
ASPERSED,imperative and past participle
ASPHALT,noun
ASSAILABLE,adjective
ASSUEFACTION,noun
ASTEL,noun
ASTEROIDAL,adjective
ATTRACT,verb transitive
BABYSHIP,noun
BACTERIOSCOPIC,adjective
BAIN,noun
BAPTISTIC,adjective
BARGAINEE,verb intransitive
BARRAS,noun
BARRELED,adjective
BASELY,adverb
BAWBLING,adjective
BAWDYHOUSE,noun
BED,noun
BEGGARY,noun
BELIEVING,adjective
BEMUDDLE,verb transitive
BETIME,adverb
BETOKEN,verb transitive
BIBLICISM,noun
BIFLOROUS,adjective
BILINGUIST,noun
BIOGENETIC,adjective
BIPAROUS,adjective
BITUMINIFEROUS,adjective
BLEAT,verb intransitive
BLISSLESS,adjective
BLOTTING,present participle and verbal noun
BLUFF-HEADED,adjective
BOEOTIAN,noun
BOOMING,noun
BOOMKIN,noun
BOROSILICATE,noun
BOUILLI,noun
BRAKE,noun
BRANDISHER,noun
BRISTLED,imperative and past participle
BRUISE,verb intransitive
BURSARY,noun
CALI,noun
CALICO,noun
CALLIPASH,noun
CALM,noun
CARMELITE,adjective
CATAPHYSICAL,adjective
CATERWAULED,imperative and past participle
CAUTERIZED,imperative and past participle
CELERIAC,noun
CHANGEABLE,adjective
CHANTRY,noun
CHESSBOARD,noun
CHEWING,present participle and verbal noun
CHOLECYSTIS,noun
CIRRI,noun plural
CLEISTOGAMIC,adjective
CLOACAL,adjective
CLOVEN-HOOFED,adjective
COGNATUS,noun
COGUE,noun
COLLOCUTOR,noun
COLONNADE,noun
COMPONE,verb transitive
CONTEND,verb transitive
CONTEXT,adjective
CONTRIBUTER,noun
CONTROVERSE,verb transitive
COOKSHOP,noun
CORRADIATION,noun
CORROBORATIVE,noun
CORYMBED,adjective
COSCOROBA,noun
COUNTERCHANGING,present participle and verbal noun
COUNTERCHARGE,noun
CRABSTICK,noun
CRANNY,adjective
CRIBBLING,present participle and verbal noun
CROWKEEPER,noun
CRUMPLING,present participle and verbal noun
CUBLESS,adjective
CULMEN,noun
CYPRIAN,adjective
DAGUERREOTYPING,present participle and verbal noun
DATER,noun
DECAMETRE,noun
DEFALCATE,verb intransitive
DEFENSATIVE,noun
DELICATE,noun
DELIGHTED,adjective
DEMSTER,noun
DENATIONALIZED,imperative and past participle
DENDROID,adjective
DENTILE,noun
DENYING,present participle and verbal noun
DEONERATE,verb transitive
DEPURE,verb transitive
DESERT,adjective
DESOLATELY,adverb
DESPERADO,noun
DESULPHURATE,verb transitive
DETRACTINGLY,adverb
DIATRYMA,noun
DIFFICULTY,noun
DIKE,verb transitive
DILLY-DALLY,verb intransitive
DINORNIS,noun
DISARM,verb transitive
DISCRIMINATING,present participle and verbal noun
DISHONORING,present participle and verbal noun
DISPENSATORY,noun
DISSIDENTLY,adverb
DISSIPATIVE,adjective
DISTRESSEDNESS,noun
DISTROUBLE,verb transitive
DISTURBANCE,noun
DIURNALLY,adverb
DOMEYKITE,noun
DOORGA,noun
DOVETAIL,noun
DOZED,imperative and past participle
ABRIDGING,present participle and verbal noun
ACCLAIM,noun
ACCUSTOM,verb intransitive
ACETARIOUS,adjective
ACHEAN,adjective and noun
ACROTERIUM,noun
AGEND,noun
ALDERMANLY,adjective
ALGERIAN,adjective
ALINEMENT,noun
ALLEGEANCE,noun
AMAIN,verb transitive
AMERCE,verb transitive
AMMITE,noun
ANCHORING,present participle and verbal noun
ANCIENT,noun
ANECDOTIST,noun
ANET,noun
ANHIMA,noun
ANTHER,noun
ANTHROPOMORPHOUS,adjective
ANTIC,verb transitive
ANTILOGY,noun
ANTISCIANS,noun plural
ANTISCORBUTIC,adjective
ANTISEPTICAL,adjective
APHIDIAN,noun
APOPLECTIC,noun
APPAUME,noun
APPREHENSIVENESS,noun
ARCHANGEL,noun
ARGOSY,noun
ATTEMPTED,imperative and past participle
AUSTRALASIAN,noun
AUTHENTICAL,adjective
AZORIAN,noun
BALNEOTHERAPY,noun
BARBER,noun
BARD,verb transitive
BARRICADED,imperative and past participle
BEDIZENMENT,noun
BEETLEHEAD,noun
BELL-MOUTHED,adjective
BENDER,noun
BEQUEATHED,imperative and past participle
BERGMEAL,noun
BIBITORY,adjective
BING,noun
BIOGEN,noun
BISHOP-STOOL,noun
BITING,present participle and verbal noun
BLAST,verb intransitive
BLENCH,noun
BLOSSOMY,adjective
BLUEFISH,noun
BODLEIAN,adjective
BOLT,verb intransitive
BOOKFUL,noun
BOYARD,noun
BRAHMOISM,noun
BRAID,verb transitive
BROILING,present participle and verbal noun
BULKING,present participle and verbal noun
BULLIST,noun
BULWARKED,imperative and past participle
BUNCOMBE,noun
BURY,verb transitive
CAKE,verb intransitive
CALLIPERS,noun plural
CALORIFICIENT,adjective
CAMERALISTICS,noun
CANE,noun
CANON,noun
CAPSIZE,noun
CARACOLY,noun
CARBONARO,noun
BISHOPLY,adjective
CATADROME,noun
CAUSATION,noun
CAUTERISM,noun
CAVERNOUS,adjective
CEMBALO,noun
CEMENTITIOUS,noun
CERIPH,noun
CERULIFIC,adjective
CHIAROSCURO,noun
CHLORIDIC,adjective
CHOROID,adjective
CHRISTIANITE,noun
CHRONOGRAPHER,noun
CIRCEAN,adjective
CIRCUMGESTATION,noun
CIRCUMSCRIPTIVELY,adverb
CLANDESTINE,adjective
CLAWBACK,noun
CLEAR,adverb
CLIMATURE,noun
CLIO,noun
CLOCKWORK,noun
COALGOOSE,noun
COCKLEBUR,noun
COLDLY,adverb
COLLINE,noun
COLLOQUY,noun
COLONIZING,present participle and verbal noun
COMMENT,verb intransitive
COMPANYING,present participle and verbal noun
COMPANY,verb intransitive
COMPLOT,noun
CONCHOIDAL,adjective
CONDUCE,verb transitive
CONFIDE,verb intransitive
CONJUNCTIVE,adjective
CONTEMPERATE,verb transitive
CONTRADICTORY,adjective
CONTRIBUTIVE,adjective
CONVENT,verb transitive
CONVICIATE,verb intransitive
CORALLIFORM,adjective
COROZO,noun
CORRUGATOR,noun
CORYBANTIASM,noun
COUGHING,present participle and verbal noun
COUNTERPASSANT,adjective
COUPLING,noun
CREVICED,adjective
CROAK,noun
CROCHETED,imperative and past participle
DARE,noun
DASTARDNESS,noun
DAYWOMAN,noun
DEANSHIP,noun
DECURSION,noun
DECURTATION,noun
DEFERENTIAL,adjective
DELIBATION,noun
DEMOCRATICALLY,adverb
DESCENDANT,adjective
DESERVE,verb transitive
DESTINING,present participle and verbal noun
DESULPHURATION,noun
DETESTED,imperative and past participle
DIRECTNESS,noun
DIRECTORATE,noun
DIRTY,superlative
DISAVAUNCE,verb transitive
DISDAINOUSLY,adverb
DISENCHAINED,adjective
DISENCUMBER,verb transitive
DISPENSE,verb transitive
DISPURSE,verb transitive
DISTERMINATION,noun
DISWONT,verb transitive
DIVERSIFYING,present participle and verbal noun
DOBBIN,noun
DOLVEN,past participle
DOUCEPERE,noun
DOZZLED,adjective
DRIFT,verb transitive
ABLOOM,adverb
ABSENTEE,noun
ACCENDIBLE,adjective
ACCUSTOMABLY,adverb
ACESCENCE,noun
